,Commodity,CommodityType,YearType,Year,Beginning stocks,Domestic,Ending stocks,Exports,Farm price,Feed & residual,"Food, seed, & industrial",Harvested acres,Imports,Loan rate,Planted acres,Production,Returns over variable costs (net returns),"Stocks/use ratio, percent",Supply total,Total use/disposition,Variable cost of production (per acre),Variable cost of production (per bushel),Yield/harvested acre,"Beef cattle, farm",Beef cow inventory,"Calves, farm",Cattle inventory,Commercial production,"Feeder steers, Okla. City","Production, farm","Steers, 5-area, all grades",Total cow inventory,Total disappearance,Total production,"Broilers, farm",Disappearance,Federally inspected slaughter,National composite price,Ethanol for fuel,Commercial use: Milkfat basis,Commercial use: Skim solids,Milk per cow,Milk production,Number of cows,Prices: All milk,"Eggs, farm",Hatching use,"New York, Grade A large",Per capita,Retail weight: Broilers,Retail weight: Lamb & mutton,Retail weight: Other chicken,Retail weight: Red meat & poultry,Retail weight: Total beef,Retail weight: Total pork,Retail weight: Total poultry,Retail weight: Total red meat,Retail weight: Total veal,Retail weight: Turkeys,"Hog, inventory Dec.1, previous year","Hogs, farm","National base, live eqv","Milling rate, percent",Variable cost of production (per cwt.),Crushing yields,Prices,Total demand,"Soybean oil, for methyl ester",Crush,Crush margin,Seed & residual,"Hen turkeys, National","Turkey, farm",Variable cost of production (per pound),Food,Seed
88,"Per capita meat consumption, retail weight",Livestock/Dairy,Calendar year,2021/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,1.1,1.3,225.4,59.2,53.5,111.4,114.0,0.2,16.1,,,,,,,,,,,,,,,,,
89,"Per capita meat consumption, retail weight",Livestock/Dairy,Calendar year,2022/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.1,1.1,1.3,225.3,58.8,53.8,111.4,113.9,0.2,16.0,,,,,,,,,,,,,,,,,
90,"Per capita meat consumption, retail weight",Livestock/Dairy,Calendar year,2023/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.2,1.1,1.3,225.3,58.8,53.9,111.3,114.0,0.2,15.8,,,,,,,,,,,,,,,,,
91,"Per capita meat consumption, retail weight",Livestock/Dairy,Calendar year,2024/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.5,1.1,1.3,225.3,58.8,53.7,111.5,113.8,0.2,15.7,,,,,,,,,,,,,,,,,
92,"Per capita meat consumption, retail weight",Livestock/Dairy,Calendar year,2025/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.7,1.1,1.3,225.5,58.8,53.7,111.7,113.8,0.2,15.7,,,,,,,,,,,,,,,,,
93,"Per capita meat consumption, retail weight",Livestock/Dairy,Calendar year,2026/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.8,1.1,1.4,225.7,58.7,53.9,111.8,113.9,0.2,15.6,,,,,,,,,,,,,,,,,
94,"Per capita meat consumption, retail weight",Livestock/Dairy,Calendar year,2027/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.6,1.1,1.4,225.6,58.6,54.1,111.6,114.0,0.2,15.6,,,,,,,,,,,,,,,,,
95,"Per capita meat consumption, retail weight",Livestock/Dairy,Calendar year,2028/29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.3,1.1,1.4,225.2,58.4,54.3,111.2,114.0,0.2,15.5,,,,,,,,,,,,,,,,,
96,Pork,Livestock/Dairy,Calendar year,2017/18,507.0,,554.0,5632.0,,,,,1116.0,,,,,,27221.0,,,,,,,,,25584.0,,14.0,,,21035.0,25598.0,,,,,,,,,,,,,,,,,,,,,,,,,,71545.0,53.6,50.48,,,,,,,,,,,,,,
97,Pork,Livestock/Dairy,Calendar year,2018/19,554.0,,550.0,5989.0,,,,,1064.0,,,,,,28057.0,,,,,,,,,26425.0,,14.0,,,21518.0,26439.0,,,,,,,,,,,,,,,,,,,,,,,,,,73445.0,48.61,45.23,,,,,,,,,,,,,,
98,Pork,Livestock/Dairy,Calendar year,2019/20,550.0,,585.0,6200.0,,,,,1060.0,,,,,,29434.0,,,,,,,,,27810.0,,14.0,,,22649.0,27824.0,,,,,,,,,,,,,,,,,,,,,,,,,,75750.0,49.26,41.25,,,,,,,,,,,,,,
99,Pork,Livestock/Dairy,Calendar year,2020/21,585.0,,590.0,6350.0,,,,,1070.0,,,,,,29912.0,,,,,,,,,28243.0,,14.0,,,22972.0,28257.0,,,,,,,,,,,,,,,,,,,,,,,,,,75650.0,45.21,43.06,,,,,,,,,,,,,,
100,Pork,Livestock/Dairy,Calendar year,2021/22,590.0,,595.0,6380.0,,,,,1080.0,,,,,,30158.0,,,,,,,,,28474.0,,14.0,,,23183.0,28488.0,,,,,,,,,,,,,,,,,,,,,,,,,,76003.0,47.07,44.83,,,,,,,,,,,,,,
101,Pork,Livestock/Dairy,Calendar year,2022/23,595.0,,600.0,6400.0,,,,,1090.0,,,,,,30483.0,,,,,,,,,28784.0,,14.0,,,23483.0,28798.0,,,,,,,,,,,,,,,,,,,,,,,,,,76475.0,47.4,45.14,,,,,,,,,,,,,,
102,Pork,Livestock/Dairy,Calendar year,2023/24,600.0,,610.0,6450.0,,,,,1100.0,,,,,,30768.0,,,,,,,,,29054.0,,14.0,,,23708.0,29068.0,,,,,,,,,,,,,,,,,,,,,,,,,,76886.0,47.12,44.87,,,,,,,,,,,,,,
103,Pork,Livestock/Dairy,Calendar year,2024/25,610.0,,620.0,6500.0,,,,,1110.0,,,,,,30944.0,,,,,,,,,29210.0,,14.0,,,23824.0,29224.0,,,,,,,,,,,,,,,,,,,,,,,,,,77124.0,47.19,44.94,,,,,,,,,,,,,,
104,Pork,Livestock/Dairy,Calendar year,2025/26,620.0,,630.0,6575.0,,,,,1120.0,,,,,,31197.0,,,,,,,,,29443.0,,14.0,,,23992.0,29457.0,,,,,,,,,,,,,,,,,,,,,,,,,,77479.0,47.25,45.0,,,,,,,,,,,,,,
105,Pork,Livestock/Dairy,Calendar year,2026/27,630.0,,640.0,6650.0,,,,,1130.0,,,,,,31550.0,,,,,,,,,29776.0,,14.0,,,24260.0,29790.0,,,,,,,,,,,,,,,,,,,,,,,,,,77986.0,46.88,44.65,,,,,,,,,,,,,,
106,Pork,Livestock/Dairy,Calendar year,2027/28,640.0,,650.0,6710.0,,,,,1140.0,,,,,,31840.0,,,,,,,,,30046.0,,14.0,,,24480.0,30060.0,,,,,,,,,,,,,,,,,,,,,,,,,,78397.0,46.82,44.59,,,,,,,,,,,,,,
107,Pork,Livestock/Dairy,Calendar year,2028/29,650.0,,660.0,6800.0,,,,,1150.0,,,,,,32227.0,,,,,,,,,30413.0,,14.0,,,24767.0,30427.0,,,,,,,,,,,,,,,,,,,,,,,,,,78957.0,46.42,44.21,,,,,,,,,,,,,,
108,Rice,Crops,Market year,2017/18,46.0,134.8,29.4,87.0,12.6,,,2374.0,26.9,6.5,2463.0,178.2,380.0,13.2,251.2,221.8,566.0,,7507.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,7.54,,,,,,,,,,,,
109,Rice,Crops,Market year,2018/19,29.4,133.0,44.2,98.0,11.7,,,2902.0,27.0,6.5,2943.0,218.8,304.0,19.1,275.2,231.0,578.0,,7539.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,7.67,,,,,,,,,,,,
110,Rice,Crops,Market year,2019/20,44.2,134.0,41.3,104.0,11.9,,,2687.0,27.6,6.5,2720.0,207.5,333.0,17.3,279.3,238.0,586.0,,7722.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,7.59,,,,,,,,,,,,
111,Rice,Crops,Market year,2020/21,41.3,129.0,39.3,102.5,12.0,,,2593.0,28.0,6.5,2625.0,201.5,338.0,17.0,270.8,231.5,594.0,,7771.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,7.64,,,,,,,,,,,,
112,Rice,Crops,Market year,2021/22,39.3,129.0,38.8,102.5,12.1,,,2593.0,28.5,6.5,2625.0,202.5,346.0,16.8,270.3,231.5,599.0,,7809.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,7.67,,,,,,,,,,,,
113,Rice,Crops,Market year,2022/23,38.8,131.0,40.0,104.0,12.2,,,2643.0,28.9,6.5,2675.0,207.3,351.0,17.0,275.0,235.0,606.0,,7843.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,7.73,,,,,,,,,,,,
114,Rice,Crops,Market year,2023/24,40.0,132.0,41.1,104.5,12.4,,,2643.0,29.3,6.5,2675.0,208.3,363.0,17.4,277.6,236.5,614.0,,7881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,7.79,,,,,,,,,,,,
115,Rice,Crops,Market year,2024/25,41.1,133.5,41.3,105.5,12.5,,,2643.0,29.8,6.5,2675.0,209.4,368.0,17.3,280.3,239.0,622.0,,7923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,7.85,,,,,,,,,,,,
116,Rice,Crops,Market year,2025/26,41.3,134.5,41.4,106.0,12.6,,,2643.0,30.2,6.5,2675.0,210.4,374.0,17.2,281.9,240.5,629.0,,7961.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,7.9,,,,,,,,,,,,
117,Rice,Crops,Market year,2026/27,41.4,136.5,41.1,106.0,12.7,,,2643.0,30.7,6.5,2675.0,211.5,382.0,17.0,283.6,242.5,634.0,,8002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,7.92,,,,,,,,,,,,
118,Rice,Crops,Market year,2027/28,41.1,137.5,41.2,106.0,12.8,,,2643.0,31.1,6.5,2675.0,212.5,389.0,16.9,284.7,243.5,640.0,,8040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,7.96,,,,,,,,,,,,
119,Rice,Crops,Market year,2028/29,41.2,139.0,41.3,106.0,12.9,,,2643.0,31.5,6.5,2675.0,213.6,396.0,16.9,286.3,245.0,647.0,,8082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,8.01,,,,,,,,,,,,
120,Sorghum,Crops,Market year,2017/18,33.0,159.0,35.0,205.0,3.22,100.0,59.0,5.0,2.0,1.95,5.6,364.0,106.0,9.6,399.0,364.0,127.0,1.74,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Sorghum,Crops,Market year,2018/19,35.0,230.0,37.0,150.0,3.3,105.0,125.0,5.1,0.0,1.95,5.8,382.0,118.0,9.7,417.0,380.0,129.0,1.72,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Sorghum,Crops,Market year,2019/20,37.0,195.0,29.0,150.0,3.65,95.0,100.0,5.0,0.0,1.95,5.6,337.0,115.0,8.4,374.0,345.0,131.0,1.94,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Sorghum,Crops,Market year,2020/21,29.0,190.0,26.0,150.0,3.7,90.0,100.0,5.0,0.0,1.95,5.6,337.0,117.0,7.6,366.0,340.0,132.0,1.96,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Sorghum,Crops,Market year,2021/22,26.0,195.0,24.0,150.0,3.75,95.0,100.0,5.1,0.0,1.95,5.7,343.0,119.0,7.0,369.0,345.0,134.0,1.99,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Sorghum,Crops,Market year,2022/23,24.0,190.0,27.0,150.0,3.85,90.0,100.0,5.1,0.0,1.95,5.7,343.0,123.0,7.9,367.0,340.0,136.0,2.02,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Sorghum,Crops,Market year,2023/24,27.0,195.0,25.0,150.0,3.7,95.0,100.0,5.1,0.0,1.95,5.7,343.0,111.0,7.2,370.0,345.0,138.0,2.05,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Sorghum,Crops,Market year,2024/25,25.0,190.0,28.0,150.0,3.55,90.0,100.0,5.1,0.0,1.95,5.7,343.0,99.0,8.2,368.0,340.0,140.0,2.08,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Sorghum,Crops,Market year,2025/26,28.0,200.0,28.0,150.0,3.5,100.0,100.0,5.2,0.0,1.95,5.8,350.0,94.0,8.0,378.0,350.0,141.0,2.09,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Sorghum,Crops,Market year,2026/27,28.0,200.0,28.0,150.0,3.4,100.0,100.0,5.2,0.0,1.95,5.8,350.0,86.0,8.0,378.0,350.0,143.0,2.12,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Sorghum,Crops,Market year,2027/28,28.0,200.0,28.0,150.0,3.4,100.0,100.0,5.2,0.0,1.95,5.8,350.0,84.0,8.0,378.0,350.0,144.0,2.14,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Sorghum,Crops,Market year,2028/29,28.0,200.0,28.0,150.0,3.4,100.0,100.0,5.2,0.0,1.95,5.8,350.0,83.0,8.0,378.0,350.0,146.0,2.17,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Soybean meal,Crops,Market year,2017/18,401.0,34800.0,400.0,14900.0,,,,,500.0,,,49199.0,,,50100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.34,345.0,49700.0,,,,,,,,,
133,Soybean meal,Crops,Market year,2018/19,400.0,35800.0,400.0,13500.0,,,,,350.0,,,48950.0,,,49700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.3,310.0,49300.0,,,,,,,,,
134,Soybean meal,Crops,Market year,2019/20,400.0,36200.0,300.0,13500.0,,,,,300.0,,,49300.0,,,50000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.5,320.0,49700.0,,,,,,,,,
135,Soybean meal,Crops,Market year,2020/21,300.0,36650.0,300.0,13500.0,,,,,300.0,,,49850.0,,,50450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.5,337.0,50150.0,,,,,,,,,
136,Soybean meal,Crops,Market year,2021/22,300.0,37100.0,300.0,13500.0,,,,,300.0,,,50300.0,,,50900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.5,353.0,50600.0,,,,,,,,,
137,Soybean meal,Crops,Market year,2022/23,300.0,37600.0,300.0,13500.0,,,,,300.0,,,50800.0,,,51400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.5,369.0,51100.0,,,,,,,,,
138,Soybean meal,Crops,Market year,2023/24,300.0,38100.0,300.0,13500.0,,,,,300.0,,,51300.0,,,51900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.5,366.0,51600.0,,,,,,,,,
139,Soybean meal,Crops,Market year,2024/25,300.0,38600.0,300.0,13700.0,,,,,300.0,,,52000.0,,,52600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.5,357.0,52300.0,,,,,,,,,
140,Soybean meal,Crops,Market year,2025/26,300.0,39100.0,300.0,13800.0,,,,,300.0,,,52600.0,,,53200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.5,356.0,52900.0,,,,,,,,,
141,Soybean meal,Crops,Market year,2026/27,300.0,39600.0,300.0,13900.0,,,,,300.0,,,53200.0,,,53800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.5,348.0,53500.0,,,,,,,,,
142,Soybean meal,Crops,Market year,2027/28,300.0,40100.0,300.0,13950.0,,,,,300.0,,,53750.0,,,54350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.5,349.0,54050.0,,,,,,,,,
143,Soybean meal,Crops,Market year,2028/29,300.0,40600.0,300.0,14000.0,,,,,300.0,,,54300.0,,,54900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.5,351.0,54600.0,,,,,,,,,
144,Soybean oil,Crops,Market year,2017/18,1711.0,21200.0,2206.0,2450.0,,,,,350.0,,,23795.0,,,25856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.44,0.3004,23650.0,7100.0,,,,,,,,
145,Soybean oil,Crops,Market year,2018/19,2206.0,22100.0,2116.0,2200.0,,,,,300.0,,,23910.0,,,26416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.55,0.3,24300.0,7800.0,,,,,,,,
146,Soybean oil,Crops,Market year,2019/20,2116.0,22575.0,1926.0,1900.0,,,,,300.0,,,23985.0,,,26401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.56,0.305,24475.0,8100.0,,,,,,,,
147,Soybean oil,Crops,Market year,2020/21,1926.0,22800.0,1921.0,1800.0,,,,,300.0,,,24295.0,,,26521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.57,0.31,24600.0,8150.0,,,,,,,,
148,Soybean oil,Crops,Market year,2021/22,1921.0,23025.0,1996.0,1750.0,,,,,300.0,,,24550.0,,,26771.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.58,0.315,24775.0,8200.0,,,,,,,,
149,Soybean oil,Crops,Market year,2022/23,1996.0,23250.0,2076.0,1775.0,,,,,300.0,,,24805.0,,,27101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.59,0.32,25025.0,8250.0,,,,,,,,
150,Soybean oil,Crops,Market year,2023/24,2076.0,23475.0,2081.0,1875.0,,,,,300.0,,,25055.0,,,27431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,0.325,25350.0,8300.0,,,,,,,,
151,Soybean oil,Crops,Market year,2024/25,2081.0,23650.0,2006.0,2150.0,,,,,300.0,,,25425.0,,,27806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.61,0.33,25800.0,8300.0,,,,,,,,
152,Soybean oil,Crops,Market year,2025/26,2006.0,23850.0,1971.0,2225.0,,,,,300.0,,,25740.0,,,28046.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.62,0.333,26075.0,8300.0,,,,,,,,
153,Soybean oil,Crops,Market year,2026/27,1971.0,24050.0,1971.0,2300.0,,,,,300.0,,,26050.0,,,28321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.63,0.335,26350.0,8300.0,,,,,,,,
154,Soybean oil,Crops,Market year,2027/28,1971.0,24250.0,2011.0,2375.0,,,,,300.0,,,26365.0,,,28636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.64,0.335,26625.0,8300.0,,,,,,,,
155,Soybean oil,Crops,Market year,2028/29,2011.0,24425.0,2056.0,2450.0,,,,,300.0,,,26620.0,,,28931.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.65,0.335,26875.0,8300.0,,,,,,,,
156,Soybeans,Crops,Market year,2017/18,302.0,,438.0,2129.0,9.33,,,89.5,22.0,5.0,90.1,4411.0,299.0,10.2,4734.0,4296.0,161.0,3.27,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2055.0,2.27,112.0,,,,,
157,Soybeans,Crops,Market year,2018/19,438.0,,885.0,2060.0,8.6,,,88.3,25.0,5.0,89.1,4690.0,294.0,20.7,5153.0,4268.0,163.0,3.07,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2070.0,2.2,137.0,,,,,
158,Soybeans,Crops,Market year,2019/20,885.0,,723.0,2075.0,8.75,,,81.8,25.0,5.0,82.5,4090.0,273.0,16.9,5000.0,4277.0,165.0,3.3,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2075.0,2.38,127.0,,,,,
159,Soybeans,Crops,Market year,2020/21,723.0,,565.0,2090.0,9.15,,,81.8,25.0,5.0,82.5,4135.0,296.0,13.1,4883.0,4318.0,166.0,3.28,50.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100.0,2.44,128.0,,,,,
160,Soybeans,Crops,Market year,2021/22,565.0,,445.0,2100.0,9.55,,,82.3,25.0,5.0,83.0,4205.0,320.0,10.2,4795.0,4349.0,168.0,3.29,51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2120.0,2.48,129.0,,,,,
161,Soybeans,Crops,Market year,2022/23,445.0,,360.0,2110.0,9.95,,,82.7,25.0,5.0,83.5,4270.0,343.0,8.2,4740.0,4380.0,171.0,3.31,51.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2140.0,2.52,131.0,,,,,
162,Soybeans,Crops,Market year,2023/24,360.0,,318.0,2120.0,9.9,,,83.2,25.0,5.0,84.0,4345.0,344.0,7.2,4730.0,4412.0,173.0,3.31,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2160.0,2.56,131.0,,,,,
163,Soybeans,Crops,Market year,2024/25,318.0,,306.0,2130.0,9.7,,,83.7,25.0,5.0,84.5,4415.0,337.0,6.9,4758.0,4453.0,175.0,3.32,52.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2190.0,2.61,133.0,,,,,
164,Soybeans,Crops,Market year,2025/26,306.0,,317.0,2155.0,9.65,,,84.2,25.0,5.0,85.0,4490.0,338.0,7.0,4821.0,4503.0,177.0,3.32,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2215.0,2.66,134.0,,,,,
165,Soybeans,Crops,Market year,2026/27,317.0,,323.0,2180.0,9.45,,,84.2,25.0,5.0,85.0,4535.0,331.0,7.1,4877.0,4554.0,178.0,3.3,53.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2240.0,2.7,134.0,,,,,
166,Soybeans,Crops,Market year,2027/28,323.0,,333.0,2225.0,9.45,,,84.7,25.0,5.0,85.5,4610.0,334.0,7.2,4958.0,4625.0,180.0,3.31,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2265.0,2.74,134.0,,,,,
167,Soybeans,Crops,Market year,2028/29,333.0,,338.0,2255.0,9.45,,,84.7,25.0,5.0,85.5,4655.0,337.0,7.2,5013.0,4675.0,182.0,3.31,54.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2285.0,2.79,135.0,,,,,
168,Turkey,Livestock/Dairy,Calendar year,2017/18,279.0,,310.0,622.0,,,,,,,,5981.0,,,6285.0,,,,,,,,,,,,,,,,,5353.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.1,64.5,,,
169,Turkey,Livestock/Dairy,Calendar year,2018/19,310.0,,300.0,595.0,,,,,,,,5899.0,,,6234.0,,,,,,,,,,,,,,,,,5339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.1,52.6,,,
170,Turkey,Livestock/Dairy,Calendar year,2019/20,300.0,,310.0,585.0,,,,,,,,5985.0,,,6313.0,,,,,,,,,,,,,,,,,5418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.5,52.33,,,
171,Turkey,Livestock/Dairy,Calendar year,2020/21,310.0,,310.0,598.0,,,,,,,,5978.0,,,6316.0,,,,,,,,,,,,,,,,,5408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.65,52.42,,,
172,Turkey,Livestock/Dairy,Calendar year,2021/22,310.0,,310.0,599.0,,,,,,,,5987.0,,,6325.0,,,,,,,,,,,,,,,,,5416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.39,52.26,,,
173,Turkey,Livestock/Dairy,Calendar year,2022/23,310.0,,310.0,599.0,,,,,,,,5986.0,,,6324.0,,,,,,,,,,,,,,,,,5416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.83,53.15,,,
174,Turkey,Livestock/Dairy,Calendar year,2023/24,310.0,,310.0,598.0,,,,,,,,5979.0,,,6317.0,,,,,,,,,,,,,,,,,5409.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.72,53.7,,,
175,Turkey,Livestock/Dairy,Calendar year,2024/25,310.0,,310.0,598.0,,,,,,,,5984.0,,,6322.0,,,,,,,,,,,,,,,,,5413.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.4,54.12,,,
176,Turkey,Livestock/Dairy,Calendar year,2025/26,310.0,,310.0,600.0,,,,,,,,6000.0,,,6338.0,,,,,,,,,,,,,,,,,5428.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.87,54.41,,,
177,Turkey,Livestock/Dairy,Calendar year,2026/27,310.0,,310.0,602.0,,,,,,,,6017.0,,,6355.0,,,,,,,,,,,,,,,,,5444.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.32,54.69,,,
178,Turkey,Livestock/Dairy,Calendar year,2027/28,310.0,,310.0,605.0,,,,,,,,6045.0,,,6383.0,,,,,,,,,,,,,,,,,5469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.23,55.25,,,
179,Turkey,Livestock/Dairy,Calendar year,2028/29,310.0,,310.0,608.0,,,,,,,,6075.0,,,6413.0,,,,,,,,,,,,,,,,,5496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.08,55.78,,,
180,Upland Cotton,Crops,Market year,2017/18,2686.0,3198.0,4197.0,15211.0,0.68,,,10.85,1.0,0.4949,12.36,20223.0,254.0,22.8,22910.0,18409.0,435.0,,895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,
181,Upland Cotton,Crops,Market year,2018/19,4197.0,3370.0,4806.0,14850.0,0.73,,,10.87,5.0,0.52,13.8,18992.0,282.0,26.4,23194.0,18220.0,445.0,,887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
